timestamp,bin_id,fill_level,day_of_week,hour
2026-01-21 18:26:06.024212,BCN-CT-001,37.7,2,18
2026-01-21 19:26:06.024212,BCN-CT-001,37.77,2,19
2026-01-21 20:26:06.024212,BCN-CT-001,37.98,2,20
2026-01-21 21:26:06.024212,BCN-CT-001,40.77,2,21
2026-01-21 22:26:06.024212,BCN-CT-001,41.65,2,22
2026-01-21 23:26:06.024212,BCN-CT-001,42.18,2,23
2026-01-22 00:26:06.024212,BCN-CT-001,42.47,3,0
2026-01-22 01:26:06.024212,BCN-CT-001,42.8,3,1
2026-01-22 02:26:06.024212,BCN-CT-001,43.1,3,2
2026-01-22 03:26:06.024212,BCN-CT-001,42.88,3,3
2026-01-22 04:26:06.024212,BCN-CT-001,43.15,3,4
2026-01-22 05:26:06.024212,BCN-CT-001,44.78,3,5
2026-01-22 06:26:06.024212,BCN-CT-001,44.08,3,6
2026-01-22 07:26:06.024212,BCN-CT-001,43.63,3,7
2026-01-22 08:26:06.024212,BCN-CT-001,45.49,3,8
2026-01-22 09:26:06.024212,BCN-CT-001,47.62,3,9
2026-01-22 10:26:06.024212,BCN-CT-001,48.86,3,10
2026-01-22 11:26:06.024212,BCN-CT-001,50.34,3,11
2026-01-22 12:26:06.024212,BCN-CT-001,50.65,3,12
2026-01-22 13:26:06.024212,BCN-CT-001,51.14,3,13
2026-01-22 14:26:06.024212,BCN-CT-001,53.79,3,14
2026-01-22 15:26:06.024212,BCN-CT-001,55.13,3,15
2026-01-22 16:26:06.024212,BCN-CT-001,57.41,3,16
2026-01-22 17:26:06.024212,BCN-CT-001,57.85,3,17
2026-01-22 18:26:06.024212,BCN-CT-001,60.12,3,18
2026-01-22 19:26:06.024212,BCN-CT-001,61.63,3,19
2026-01-22 20:26:06.024212,BCN-CT-001,62.96,3,20
2026-01-22 21:26:06.024212,BCN-CT-001,64.87,3,21
2026-01-22 22:26:06.024212,BCN-CT-001,65.27,3,22
2026-01-22 23:26:06.024212,BCN-CT-001,65.63,3,23
2026-01-23 00:26:06.024212,BCN-CT-001,66.28,4,0
2026-01-23 01:26:06.024212,BCN-CT-001,67.16,4,1
2026-01-23 02:26:06.024212,BCN-CT-001,66.34,4,2
2026-01-23 03:26:06.024212,BCN-CT-001,67.3,4,3
2026-01-23 04:26:06.024212,BCN-CT-001,67.72,4,4
2026-01-23 05:26:06.024212,BCN-CT-001,67.69,4,5
2026-01-23 06:26:06.024212,BCN-CT-001,3.97,4,6
2026-01-23 07:26:06.024212,BCN-CT-001,4.57,4,7
2026-01-23 08:26:06.024212,BCN-CT-001,7.12,4,8
2026-01-23 09:26:06.024212,BCN-CT-001,9.2,4,9
2026-01-23 10:26:06.024212,BCN-CT-001,10.32,4,10
2026-01-23 11:26:06.024212,BCN-CT-001,13.44,4,11
2026-01-23 12:26:06.024212,BCN-CT-001,14.79,4,12
2026-01-23 13:26:06.024212,BCN-CT-001,15.35,4,13
2026-01-23 14:26:06.024212,BCN-CT-001,18.12,4,14
2026-01-23 15:26:06.024212,BCN-CT-001,19.45,4,15
2026-01-23 16:26:06.024212,BCN-CT-001,20.82,4,16
2026-01-23 17:26:06.024212,BCN-CT-001,21.84,4,17
2026-01-23 18:26:06.024212,BCN-CT-001,25.44,4,18
2026-01-23 19:26:06.024212,BCN-CT-001,26.2,4,19
2026-01-23 20:26:06.024212,BCN-CT-001,27.22,4,20
2026-01-23 21:26:06.024212,BCN-CT-001,29.22,4,21
2026-01-23 22:26:06.024212,BCN-CT-001,30.65,4,22
2026-01-23 23:26:06.024212,BCN-CT-001,31.24,4,23
2026-01-24 00:26:06.024212,BCN-CT-001,31.16,5,0
2026-01-24 01:26:06.024212,BCN-CT-001,32.22,5,1
2026-01-24 02:26:06.024212,BCN-CT-001,33.18,5,2
2026-01-24 03:26:06.024212,BCN-CT-001,32.74,5,3
2026-01-24 04:26:06.024212,BCN-CT-001,32.85,5,4
2026-01-24 05:26:06.024212,BCN-CT-001,33.7,5,5
2026-01-24 06:26:06.024212,BCN-CT-001,33.9,5,6
2026-01-24 07:26:06.024212,BCN-CT-001,34.64,5,7
2026-01-24 08:26:06.024212,BCN-CT-001,36.89,5,8
2026-01-24 09:26:06.024212,BCN-CT-001,38.84,5,9
2026-01-24 10:26:06.024212,BCN-CT-001,39.67,5,10
2026-01-24 11:26:06.024212,BCN-CT-001,40.58,5,11
2026-01-24 12:26:06.024212,BCN-CT-001,42.91,5,12
2026-01-24 13:26:06.024212,BCN-CT-001,44.57,5,13
2026-01-24 14:26:06.024212,BCN-CT-001,45.7,5,14
2026-01-24 15:26:06.024212,BCN-CT-001,47.52,5,15
2026-01-24 16:26:06.024212,BCN-CT-001,48.45,5,16
2026-01-24 17:26:06.024212,BCN-CT-001,51.87,5,17
2026-01-24 18:26:06.024212,BCN-CT-001,54.85,5,18
2026-01-24 19:26:06.024212,BCN-CT-001,56.3,5,19
2026-01-24 20:26:06.024212,BCN-CT-001,57.05,5,20
2026-01-24 21:26:06.024212,BCN-CT-001,57.9,5,21
2026-01-24 22:26:06.024212,BCN-CT-001,61.84,5,22
2026-01-24 23:26:06.024212,BCN-CT-001,61.68,5,23
2026-01-25 00:26:06.024212,BCN-CT-001,62.13,6,0
2026-01-25 01:26:06.024212,BCN-CT-001,62.56,6,1
2026-01-25 02:26:06.024212,BCN-CT-001,63.41,6,2
2026-01-25 03:26:06.024212,BCN-CT-001,64.08,6,3
2026-01-25 04:26:06.024212,BCN-CT-001,62.69,6,4
2026-01-25 05:26:06.024212,BCN-CT-001,63.01,6,5
2026-01-25 06:26:06.024212,BCN-CT-001,63.92,6,6
2026-01-25 07:26:06.024212,BCN-CT-001,63.15,6,7
2026-01-25 08:26:06.024212,BCN-CT-001,64.8,6,8
2026-01-25 09:26:06.024212,BCN-CT-001,66.46,6,9
2026-01-25 10:26:06.024212,BCN-CT-001,69.3,6,10
2026-01-25 11:26:06.024212,BCN-CT-001,72.25,6,11
2026-01-25 12:26:06.024212,BCN-CT-001,73.38,6,12
2026-01-25 13:26:06.024212,BCN-CT-001,75.83,6,13
2026-01-25 14:26:06.024212,BCN-CT-001,78.13,6,14
2026-01-25 15:26:06.024212,BCN-CT-001,79.31,6,15
2026-01-25 16:26:06.024212,BCN-CT-001,81.13,6,16
2026-01-25 17:26:06.024212,BCN-CT-001,84.19,6,17
2026-01-25 18:26:06.024212,BCN-CT-001,85.35,6,18
2026-01-25 19:26:06.024212,BCN-CT-001,87.38,6,19
2026-01-25 20:26:06.024212,BCN-CT-001,89.68,6,20
2026-01-25 21:26:06.024212,BCN-CT-001,0.79,6,21
2026-01-25 22:26:06.024212,BCN-CT-001,2.8,6,22
2026-01-25 23:26:06.024212,BCN-CT-001,3.01,6,23
2026-01-26 00:26:06.024212,BCN-CT-001,3.98,0,0
2026-01-26 01:26:06.024212,BCN-CT-001,4.28,0,1
2026-01-26 02:26:06.024212,BCN-CT-001,3.78,0,2
2026-01-26 03:26:06.024212,BCN-CT-001,4.43,0,3
2026-01-26 04:26:06.024212,BCN-CT-001,5.07,0,4
2026-01-26 05:26:06.024212,BCN-CT-001,3.74,0,5
2026-01-26 06:26:06.024212,BCN-CT-001,3.67,0,6
2026-01-26 07:26:06.024212,BCN-CT-001,4.66,0,7
2026-01-26 08:26:06.024212,BCN-CT-001,5.65,0,8
2026-01-26 09:26:06.024212,BCN-CT-001,7.83,0,9
2026-01-26 10:26:06.024212,BCN-CT-001,8.75,0,10
2026-01-26 11:26:06.024212,BCN-CT-001,8.93,0,11
2026-01-26 12:26:06.024212,BCN-CT-001,9.5,0,12
2026-01-26 13:26:06.024212,BCN-CT-001,12.2,0,13
2026-01-26 14:26:06.024212,BCN-CT-001,12.76,0,14
2026-01-26 15:26:06.024212,BCN-CT-001,12.78,0,15
2026-01-26 16:26:06.024212,BCN-CT-001,14.74,0,16
2026-01-26 17:26:06.024212,BCN-CT-001,15.17,0,17
2026-01-26 18:26:06.024212,BCN-CT-001,17.55,0,18
2026-01-26 19:26:06.024212,BCN-CT-001,18.57,0,19
2026-01-26 20:26:06.024212,BCN-CT-001,20.16,0,20
2026-01-26 21:26:06.024212,BCN-CT-001,21.57,0,21
2026-01-26 22:26:06.024212,BCN-CT-001,23.73,0,22
2026-01-26 23:26:06.024212,BCN-CT-001,24.5,0,23
2026-01-27 00:26:06.024212,BCN-CT-001,23.64,1,0
2026-01-27 01:26:06.024212,BCN-CT-001,22.74,1,1
2026-01-27 02:26:06.024212,BCN-CT-001,24.21,1,2
2026-01-27 03:26:06.024212,BCN-CT-001,23.93,1,3
2026-01-27 04:26:06.024212,BCN-CT-001,23.57,1,4
2026-01-27 05:26:06.024212,BCN-CT-001,24.1,1,5
2026-01-27 06:26:06.024212,BCN-CT-001,0.47,1,6
2026-01-27 07:26:06.024212,BCN-CT-001,0.28,1,7
2026-01-27 08:26:06.024212,BCN-CT-001,2.46,1,8
2026-01-27 09:26:06.024212,BCN-CT-001,2.3,1,9
2026-01-27 10:26:06.024212,BCN-CT-001,3.87,1,10
2026-01-27 11:26:06.024212,BCN-CT-001,5.37,1,11
2026-01-27 12:26:06.024212,BCN-CT-001,7.06,1,12
2026-01-27 13:26:06.024212,BCN-CT-001,8.5,1,13
2026-01-27 14:26:06.024212,BCN-CT-001,10.89,1,14
2026-01-27 15:26:06.024212,BCN-CT-001,11.64,1,15
2026-01-27 16:26:06.024212,BCN-CT-001,13.29,1,16
2026-01-27 17:26:06.024212,BCN-CT-001,13.4,1,17
2026-01-27 18:26:06.024212,BCN-CT-001,14.58,1,18
2026-01-27 19:26:06.024212,BCN-CT-001,16.16,1,19
2026-01-27 20:26:06.024212,BCN-CT-001,15.79,1,20
2026-01-27 21:26:06.024212,BCN-CT-001,18.61,1,21
2026-01-27 22:26:06.024212,BCN-CT-001,20.31,1,22
2026-01-27 23:26:06.024212,BCN-CT-001,19.89,1,23
2026-01-28 00:26:06.024212,BCN-CT-001,19.53,2,0
2026-01-28 01:26:06.024212,BCN-CT-001,21.1,2,1
2026-01-28 02:26:06.024212,BCN-CT-001,21.18,2,2
2026-01-28 03:26:06.024212,BCN-CT-001,21.96,2,3
2026-01-28 04:26:06.024212,BCN-CT-001,21.0,2,4
2026-01-28 05:26:06.024212,BCN-CT-001,21.45,2,5
2026-01-28 06:26:06.024212,BCN-CT-001,21.45,2,6
2026-01-28 07:26:06.024212,BCN-CT-001,21.22,2,7
2026-01-28 08:26:06.024212,BCN-CT-001,22.17,2,8
2026-01-28 09:26:06.024212,BCN-CT-001,23.53,2,9
2026-01-28 10:26:06.024212,BCN-CT-001,24.0,2,10
2026-01-28 11:26:06.024212,BCN-CT-001,25.6,2,11
2026-01-28 12:26:06.024212,BCN-CT-001,25.81,2,12
2026-01-28 13:26:06.024212,BCN-CT-001,26.54,2,13
2026-01-28 14:26:06.024212,BCN-CT-001,27.05,2,14
2026-01-28 15:26:06.024212,BCN-CT-001,28.45,2,15
2026-01-28 16:26:06.024212,BCN-CT-001,31.02,2,16
2026-01-28 17:26:06.024212,BCN-CT-001,33.07,2,17
2026-01-28 18:26:06.024212,BCN-CT-001,33.95,2,18
2026-01-28 19:26:06.024212,BCN-CT-001,34.17,2,19
2026-01-28 20:26:06.024212,BCN-CT-001,35.75,2,20
2026-01-28 21:26:06.024212,BCN-CT-001,36.67,2,21
2026-01-28 22:26:06.024212,BCN-CT-001,38.9,2,22
2026-01-28 23:26:06.024212,BCN-CT-001,38.56,2,23
2026-01-29 00:26:06.024212,BCN-CT-001,38.88,3,0
2026-01-29 01:26:06.024212,BCN-CT-001,39.43,3,1
2026-01-29 02:26:06.024212,BCN-CT-001,39.55,3,2
2026-01-29 03:26:06.024212,BCN-CT-001,40.56,3,3
2026-01-29 04:26:06.024212,BCN-CT-001,40.03,3,4
2026-01-29 05:26:06.024212,BCN-CT-001,38.3,3,5
2026-01-29 06:26:06.024212,BCN-CT-001,39.99,3,6
2026-01-29 07:26:06.024212,BCN-CT-001,40.11,3,7
2026-01-29 08:26:06.024212,BCN-CT-001,42.21,3,8
2026-01-29 09:26:06.024212,BCN-CT-001,42.49,3,9
2026-01-29 10:26:06.024212,BCN-CT-001,43.41,3,10
2026-01-29 11:26:06.024212,BCN-CT-001,43.71,3,11
2026-01-29 12:26:06.024212,BCN-CT-001,45.55,3,12
2026-01-29 13:26:06.024212,BCN-CT-001,47.52,3,13
2026-01-29 14:26:06.024212,BCN-CT-001,48.94,3,14
2026-01-29 15:26:06.024212,BCN-CT-001,48.91,3,15
